Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2023-06-13,AAL,4263,BDL,DCA,Main,A28,2,D40,false,,2023-06-13T05:28,2023-06-13T05:18,2023-06-13T05:38,2023-06-13T05:27:28,2023-06-13T06:36,2023-06-13T06:27:19,2023-06-13T06:55,2023-06-13T06:35,Embraer 175,N433YX,,,,ECONOMY,,,917a896a-916a-419a-ac43-cdf8e78b8128,ae1fc6a5-c42d-4e70-ba63-d641d248d270,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,,36728d5b-40cd-46ec-93ba-8822376b565d
2023-06-13,AAL,4652,DCA,HHH,2,D43B,,4,false,,2023-06-13T08:23,2023-06-13T08:18,2023-06-13T08:33,2023-06-13T09:32,2023-06-13T09:28,2023-06-13T11:02:08,2023-06-13T10:38,2023-06-13T11:06,Embraer 175,N429YX,,,,ECONOMY,,,6bcdc25c-a593-418e-8192-85abba56322d,ae1fc6a5-c42d-4e70-ba63-d641d248d270,be38c6f9-3dd7-41e2-baf8-929dbd2b54f3,8d8482bd-95b2-4b59-b774-b4cf0e844d8c,,36728d5b-40cd-46ec-93ba-8822376b565d
2023-06-17,SWA,3023,SAV,BWI,Main,9,Main,B13,false,,2023-06-17T07:00,2023-06-17T06:54,2023-06-17T07:10,2023-06-17T07:08:45,2023-06-17T08:24,2023-06-17T08:27:14,2023-06-17T08:40,2023-06-17T08:34,Boeing 737 MAX 8,N8713M,,,,,,,9d977f36-0450-45f3-875b-d2eff6eb527f,be4c4286-2c02-4dca-86d4-56e19aa348f7,46bb7aec-1c6b-409d-803a-de29e8700bdf,4923b37c-381e-48e6-ba91-7c75d4151f64,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-06-17,SWA,964,BWI,BDL,Main,B12,Main,6,false,,2023-06-17T10:45,2023-06-17T10:50,2023-06-17T10:55,2023-06-17T11:08,2023-06-17T11:44,2023-06-17T12:02:20,2023-06-17T11:55,2023-06-17T12:07,Boeing 737 MAX 8,N8746Q,,,,,,,0400fdbe-5098-41bb-bd6c-5ad3357d2642,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-06-18,SWA,1217,BDL,BWI,Main,6,Main,C14,false,,2023-06-18T06:00,2023-06-18T06:01,2023-06-18T06:10,2023-06-18T06:10:45,2023-06-18T07:06,2023-06-18T07:01:33,2023-06-18T07:15,2023-06-18T07:09,Boeing 737 MAX 8,N8837Q,,,,,,,bfe7fd14-980a-4f72-9eb8-824c2e5cb943,be4c4286-2c02-4dca-86d4-56e19aa348f7,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,4923b37c-381e-48e6-ba91-7c75d4151f64,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-06-18,SWA,3229,BWI,SAV,Main,C12,Main,9,false,,2023-06-18T08:35,2023-06-18T08:31,2023-06-18T08:45,2023-06-18T09:09:52,2023-06-18T10:03,2023-06-18T10:32:32,2023-06-18T10:20,2023-06-18T10:37,Boeing 737-800,N8310C,,,,,,,d6ae0b2c-549e-4e0c-af99-119b24118392,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,46bb7aec-1c6b-409d-803a-de29e8700bdf,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-07-10,SWA,1104,SAV,DAL,Main,9,1,8,false,,2023-07-10T10:50,2023-07-10T11:32,2023-07-10T11:00,2023-07-10T11:43:54,2023-07-10T12:23,2023-07-10T12:53:40,2023-07-10T12:20,2023-07-10T12:59,Boeing 737-800,N8553W,,,,,,,f72eac54-48db-4438-9cd7-8bcb2ec02938,be4c4286-2c02-4dca-86d4-56e19aa348f7,46bb7aec-1c6b-409d-803a-de29e8700bdf,3cbb70b8-eb30-493b-98df-313a5f330fa8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-07-10,SWA,244,DAL,AUS,1,7,Main,18,false,,2023-07-10T13:35,2023-07-10T14:50,2023-07-10T13:44:10,2023-07-10T14:59:32,2023-07-10T14:26,2023-07-10T15:32:12,2023-07-10T14:30,2023-07-10T15:39,Boeing 737-700,N951WN,,,,,,,4ce45571-a726-4ea0-a85b-96e356551b6c,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,d63b6bd2-9ed4-447e-914f-ca4d96f28653,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-07-13,SWA,3289,AUS,HOU,Main,16,Main,26,false,,2023-07-13T10:50,2023-07-13T10:48,2023-07-13T10:59:10,2023-07-13T10:55:56,2023-07-13T11:30:10,2023-07-13T11:29:40,2023-07-13T11:45,2023-07-13T11:37,Boeing 737-800,N8679A,,,,,,,93f9148a-9dda-4475-8485-e05176d156a1,be4c4286-2c02-4dca-86d4-56e19aa348f7,d63b6bd2-9ed4-447e-914f-ca4d96f28653,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-07-13,SWA,302,HOU,SAV,Main,21,Main,9,false,,2023-07-13T13:45,2023-07-13T13:41,2023-07-13T13:55,2023-07-13T13:52,2023-07-13T16:49,2023-07-13T16:42,2023-07-13T17:00,2023-07-13T16:50,Boeing 737-700,N927WN,,,,,,,ccff7d07-15c9-4816-811c-8e1457cb2d74,be4c4286-2c02-4dca-86d4-56e19aa348f7,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,46bb7aec-1c6b-409d-803a-de29e8700bdf,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-09-25,SWA,1597,BDL,BWI,Main,2,Main,B6,false,,2023-09-25T06:40,2023-09-25T06:43,2023-09-25T06:50,2023-09-25T06:54:05,2023-09-25T07:44,2023-09-25T07:45,2023-09-25T07:50,2023-09-25T07:50,Boeing 737 MAX 8,N8790Q,,,,,,,551f1181-27f2-4f3a-b6ac-cf71c98d2d1e,be4c4286-2c02-4dca-86d4-56e19aa348f7,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,4923b37c-381e-48e6-ba91-7c75d4151f64,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-09-25,SWA,2963,BWI,BHM,Main,A10,,C1,false,,2023-09-25T12:35,2023-09-25T12:37,2023-09-25T12:45,2023-09-25T12:50:49,2023-09-25T13:19:39,2023-09-25T13:31,2023-09-25T13:30,2023-09-25T13:35,Boeing 737-700,N7836A,,,,,,,b3f45bb2-0bc5-4d58-a9d4-cf90607287d5,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,ad30c1c9-c6fb-42f3-a389-de328401691a,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-04,SWA,1864,BHM,MDW,,C1,Main,B16,false,,2023-10-04T06:10,2023-10-04T06:08,2023-10-04T06:20,2023-10-04T06:14:01,2023-10-04T07:43,2023-10-04T07:40:47,2023-10-04T07:55,2023-10-04T07:46,Boeing 737-700,N224WN,,,,,,,cdc123cf-b6ae-48d7-8c85-b1314df6436d,be4c4286-2c02-4dca-86d4-56e19aa348f7,ad30c1c9-c6fb-42f3-a389-de328401691a,b1bccd34-3f11-416a-998f-65cc527ca2a0,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-04,SWA,785,MDW,BWI,Main,B2,Main,C14,false,,2023-10-04T11:15,2023-10-04T11:29,2023-10-04T11:25,2023-10-04T11:39:30,2023-10-04T14:01,2023-10-04T14:05:11,2023-10-04T14:00,2023-10-04T14:11,Boeing 737-800,N8306H,,,,,,,c8be328f-32bb-4102-8886-67990d03bf9c,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,4923b37c-381e-48e6-ba91-7c75d4151f64,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2023-10-06,SWA,1538,BHM,MDW,,C1,Main,B11,false,,2023-10-06T14:35,2023-10-06T14:58,2023-10-06T14:45,2023-10-06T15:09:45,2023-10-06T16:13,2023-10-06T16:32:17,2023-10-06T16:20,2023-10-06T16:38,Boeing 737 MAX 8,N8766T,,,,,,,d73cda73-2a21-4a16-b9cb-17a570ca03a9,be4c4286-2c02-4dca-86d4-56e19aa348f7,ad30c1c9-c6fb-42f3-a389-de328401691a,b1bccd34-3f11-416a-998f-65cc527ca2a0,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2023-10-06,SWA,1256,MDW,BDL,Main,A19,Main,4,false,,2023-10-06T19:00,2023-10-06T19:12,2023-10-06T19:10,2023-10-06T19:23:08,2023-10-06T21:55,2023-10-06T21:58,2023-10-06T22:00,2023-10-06T22:06,Boeing 737-700,N936WN,,,,,,,9a93e674-444e-482b-9c71-ce1955cf9399,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-07,SWA,1082,BHM,BWI,,C1,Main,A8,false,,2023-10-07T06:00,2023-10-07T05:53,2023-10-07T06:10,2023-10-07T06:04:54,2023-10-07T08:43,2023-10-07T08:32:24,2023-10-07T09:00,2023-10-07T08:38,Boeing 737-700,N934WN,,,,,,,7b698af8-b0bf-4fca-8718-41f0ca34d0d3,be4c4286-2c02-4dca-86d4-56e19aa348f7,ad30c1c9-c6fb-42f3-a389-de328401691a,4923b37c-381e-48e6-ba91-7c75d4151f64,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-07,SWA,956,BWI,BDL,Main,B11,Main,2,false,,2023-10-07T10:15,2023-10-07T10:13,2023-10-07T10:25,2023-10-07T10:22:49,2023-10-07T11:13,2023-10-07T11:09,2023-10-07T11:25,2023-10-07T11:19,Boeing 737-700,N7741C,,,,,,,3e851953-8cda-47e7-95f9-dd4307b2ef81,be4c4286-2c02-4dca-86d4-56e19aa348f7,4923b37c-381e-48e6-ba91-7c75d4151f64,82ad5ec0-c83c-42bb-91b7-f6c4e1e09e8c,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2023-10-27,AAL,4271,BHM,LGA,,A1,B,28,false,,2023-10-27T07:00,2023-10-27T06:59,2023-10-27T07:10,2023-10-27T07:11,2023-10-27T09:52,2023-10-27T10:08,2023-10-27T10:26,2023-10-27T10:15,Embraer 175,N416YX,,,,,,,061db723-8a3f-4af2-8a1f-2dbe7434bc8d,ae1fc6a5-c42d-4e70-ba63-d641d248d270,ad30c1c9-c6fb-42f3-a389-de328401691a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,36728d5b-40cd-46ec-93ba-8822376b565d
2023-12-26,DAL,5375,LGA,ROC,C,96,Main,B1,false,,2023-12-26T09:45,2023-12-26T09:40,2023-12-26T09:55,2023-12-26T09:59,2023-12-26T10:36,2023-12-26T10:46,2023-12-26T11:25,2023-12-26T10:54,"Bombardier CRJ900 ",N902XJ,HIMXRU,4A,WINDOW,FIRST,,,8203f28d-2b8f-44e5-934a-04dc486dc3d1,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,ce3cd5ff-d696-4675-b664-4e4e7ba92da7,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2023-12-29,DAL,5258,BUF,JFK,,20,4,A16,false,,2023-12-29T18:06,2023-12-29T18:03,2023-12-29T18:16,2023-12-29T18:17,2023-12-29T19:07,2023-12-29T19:22,2023-12-29T20:00,2023-12-29T19:40,"Bombardier CRJ900 ",N678CA,,6D,,PREMIUM_ECONOMY,,,18c2ab6e-4b18-486c-a6c4-53dc335e2771,a8765091-d043-44b1-936c-d217bb519e56,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,fc332185-4dde-4791-b449-0de5e83e47b9,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2024-01-16,JBU,7,JFK,LHR,5,23,2,A17,false,,2024-01-16T20:57,2024-01-16T21:02,2024-01-16T21:07,2024-01-16T21:53,2024-01-17T08:24,2024-01-17T09:15,2024-01-17T09:30,2024-01-17T09:24,Airbus A321neo,N4062J,,23D,AISLE,ECONOMY,BUSINESS,,692a992d-c57d-4f8e-9c8f-fb328f6bfba2,765155ec-70b3-4183-9cd3-10d1f5127405,fc332185-4dde-4791-b449-0de5e83e47b9,5a2a51a0-1a5b-42c9-b220-c61953fac034,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-01-24,JBU,20,LHR,JFK,2,A17,5,29,false,,2024-01-24T12:20,2024-01-24T12:08,2024-01-24T12:30,2024-01-24T12:39,2024-01-24T15:39,2024-01-24T15:44,2024-01-24T15:29,2024-01-24T15:58,Airbus A321neo,N4062J,,23D,AISLE,ECONOMY,BUSINESS,,60177e3d-4c8b-419d-a71c-62f570cbfcd4,765155ec-70b3-4183-9cd3-10d1f5127405,5a2a51a0-1a5b-42c9-b220-c61953fac034,fc332185-4dde-4791-b449-0de5e83e47b9,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-02-11,SWA,1110,LGA,MDW,B,55,Main,A11,false,,2024-02-11T07:05,2024-02-11T07:04,2024-02-11T07:15,2024-02-11T07:24,2024-02-11T08:34,2024-02-11T08:30,2024-02-11T08:45,2024-02-11T08:36,Boeing 737-800,N8582Z,4QAA4O,,,,BUSINESS,,30328135-0c99-42ba-b0c4-c2e896224594,be4c4286-2c02-4dca-86d4-56e19aa348f7,dfeb8457-3376-49f8-b542-dbeb2ec9f719,b1bccd34-3f11-416a-998f-65cc527ca2a0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-02-11,SWA,393,MDW,BHM,Main,B3,,C3,false,,2024-02-11T11:15,2024-02-11T11:10,2024-02-11T11:25,2024-02-11T11:20,2024-02-11T12:45,2024-02-11T12:44,2024-02-11T13:00,2024-02-11T12:49,Boeing 737-800,N8577Z,4QAA4O,,,,BUSINESS,,39f61324-799d-49ef-ba45-157d9c752790,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,ad30c1c9-c6fb-42f3-a389-de328401691a,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-02-15,SWA,1578,BHM,MDW,,C1,Main,B21,false,,2024-02-15T15:40,2024-02-15T15:47,2024-02-15T15:50,2024-02-15T15:56,2024-02-15T17:30,2024-02-15T17:32,2024-02-15T17:30,2024-02-15T17:39,Boeing 737-700,N960WN,4QAA4O,,,,BUSINESS,,16c17545-0309-4496-bbdd-1dcd9ae6a9f9,be4c4286-2c02-4dca-86d4-56e19aa348f7,ad30c1c9-c6fb-42f3-a389-de328401691a,b1bccd34-3f11-416a-998f-65cc527ca2a0,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2024-02-15,SWA,2156,MDW,LGA,Main,B26,B,48,false,,2024-02-15T19:30,2024-02-15T19:42,2024-02-15T19:40,2024-02-15T19:56,2024-02-15T22:01,2024-02-15T22:23,2024-02-15T22:30,2024-02-15T22:31,Boeing 737-800,N8634A,4QAA4O,,,ECONOMY,BUSINESS,,efa0ac4c-9f1b-440b-9217-cf3a1d5a26dd,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-04-27,DAL,4936,LGA,BHM,C,82,,A8,false,,2024-04-27T09:20,2024-04-27T09:14,2024-04-27T09:30,2024-04-27T09:42,2024-04-27T10:27,2024-04-27T10:45,2024-04-27T11:11,2024-04-27T10:48,"Bombardier CRJ900 ",N607LR,,6D,WINDOW,PREMIUM_ECONOMY,,,bc9bba98-6137-4f21-bac6-9429c69fd752,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,ad30c1c9-c6fb-42f3-a389-de328401691a,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2024-05-01,SWA,2353,BHM,MDW,,C3,Main,A11,false,,2024-05-01T15:10,2024-05-01T15:17,2024-05-01T15:20,2024-05-01T15:26,2024-05-01T16:51,2024-05-01T16:48,2024-05-01T17:00,2024-05-01T16:54,Boeing 737-700,N490WN,,14E,MIDDLE,ECONOMY,,,b10e88c2-b3f6-49f1-8be1-99702ebb36c9,be4c4286-2c02-4dca-86d4-56e19aa348f7,ad30c1c9-c6fb-42f3-a389-de328401691a,b1bccd34-3f11-416a-998f-65cc527ca2a0,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2024-05-01,SWA,2724,MDW,LGA,Main,A11,B,54,false,,2024-05-01T17:50,2024-05-01T17:50,2024-05-01T18:00,2024-05-01T18:00,2024-05-01T20:50,2024-05-01T20:35,2024-05-01T21:00,2024-05-01T20:42,Boeing 737-700,N490WN,,,,,,,ee8cd96a-b7b5-428a-acc8-b48c35e5f575,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,886c3a0c-c7a3-4205-982f-35cddc765ae1
2024-05-15,SWA,1368,LGA,DAL,B,57,1,17,false,,2024-05-15T06:05,2024-05-15T06:02,2024-05-15T06:15,2024-05-15T06:24,2024-05-15T08:42,2024-05-15T08:25,2024-05-15T08:55,2024-05-15T08:34,Boeing 737-800,N8313F,,,,,,,c57c1539-008a-42fb-82e4-9a40ce167f92,be4c4286-2c02-4dca-86d4-56e19aa348f7,dfeb8457-3376-49f8-b542-dbeb2ec9f719,3cbb70b8-eb30-493b-98df-313a5f330fa8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-05-21,SWA,473,DAL,MDW,1,5,Main,A15,false,,2024-05-21T11:55,2024-05-21T11:57,2024-05-21T12:05,2024-05-21T12:14,2024-05-21T13:43,2024-05-21T13:59,2024-05-21T14:10,2024-05-21T14:04,Boeing 737-800,N8645A,4M4ELQ,,,,,,6fa81d42-d70b-4461-9d8e-f4993a63f5c6,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,b1bccd34-3f11-416a-998f-65cc527ca2a0,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-05-21,SWA,168,MDW,LGA,Main,B7,B,48,false,,2024-05-21T15:25,2024-05-21T16:02,2024-05-21T15:28,2024-05-21T16:23,2024-05-21T18:06,2024-05-21T19:04,2024-05-21T18:30,2024-05-21T19:17,Boeing 737-800,N8569Z,4M4ELQ,,,,,,702be629-ea40-40b5-afd1-60c3e33447fd,be4c4286-2c02-4dca-86d4-56e19aa348f7,b1bccd34-3f11-416a-998f-65cc527ca2a0,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-06-24,SWA,4577,HOU,LGA,Main,47,B,54,false,,2024-06-24T18:45,2024-06-24T19:09,2024-06-24T18:55,2024-06-24T19:21,2024-06-24T23:03,2024-06-24T23:29,2024-06-24T23:25,2024-06-24T23:58,Boeing 737 MAX 8,N8912Q,,,,,,,51023b2e-8541-4139-af16-46a8d5ea23f7,be4c4286-2c02-4dca-86d4-56e19aa348f7,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2024-07-31,DAL,5267,LGA,SAV,C,64,Main,15,false,,2024-07-31T08:54,2024-07-31T08:53,2024-07-31T09:04,2024-07-31T09:14,2024-07-31T10:38,2024-07-31T10:58,2024-07-31T11:20,2024-07-31T11:13,"Bombardier CRJ900 ",N348PQ,,1A,WINDOW,FIRST,LEISURE,,79aba8da-b388-4bfd-adb9-5717cb833a48,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,46bb7aec-1c6b-409d-803a-de29e8700bdf,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2024-08-07,SWA,4277,LGA,HOU,B,57,Main,46,false,,2024-08-07T11:55,2024-08-07T12:08,2024-08-07T12:05,2024-08-07T12:20,2024-08-07T14:44,2024-08-07T14:21,2024-08-07T14:50,2024-08-07T14:29,Boeing 737-800,N8529Z,,16F,WINDOW,ECONOMY,BUSINESS,,0a755602-6090-451c-888f-f9f399b34ad7,be4c4286-2c02-4dca-86d4-56e19aa348f7,dfeb8457-3376-49f8-b542-dbeb2ec9f719,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-08-07,SWA,1525,HOU,LAS,Main,1,1,C11,false,,2024-08-07T16:20,2024-08-07T16:43,2024-08-07T16:30,2024-08-07T16:59,2024-08-07T17:17,2024-08-07T17:34,2024-08-07T17:30,2024-08-07T17:41,Boeing 737-800,N8321D,,,,,BUSINESS,,4f6a34e5-abf4-4b45-8f8e-3030da2a656d,be4c4286-2c02-4dca-86d4-56e19aa348f7,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,13ec7b81-ab66-4c6c-b632-92f18740c05b,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-08-11,DAL,864,LAS,DTW,1,D38,M,A64,false,,2024-08-11T06:05,2024-08-11T06:08,2024-08-11T06:22,2024-08-11T06:31,2024-08-11T12:44,2024-08-11T12:49,2024-08-11T12:58,2024-08-11T13:02,Boeing 757-300,N588NW,JN837C,6D,WINDOW,FIRST,BUSINESS,,c9b277ec-f495-4681-903c-f754b9641807,a8765091-d043-44b1-936c-d217bb519e56,13ec7b81-ab66-4c6c-b632-92f18740c05b,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,0e3e6575-bd45-480c-bd83-360ac9fc02d2
2024-08-11,DAL,2602,DTW,LGA,E,A70,C,69,false,,2024-08-11T14:07,2024-08-11T14:06,2024-08-11T14:17,2024-08-11T14:42,2024-08-11T15:25,2024-08-11T15:50,2024-08-11T15:57,2024-08-11T16:12,Airbus A321,N395DZ,JN837C,6D,WINDOW,FIRST,BUSINESS,,732bef69-4fdb-445c-a8a9-2791d1dc3cd8,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-08-15,DAL,5366,LGA,BUF,C,67,,23,false,,2024-08-15T07:59,2024-08-15T07:49,2024-08-15T08:09,2024-08-15T08:09,2024-08-15T08:59,2024-08-15T08:55,2024-08-15T09:30,2024-08-15T08:59,"Bombardier CRJ900 ",N691CA,JJ8VZR,9A,WINDOW,PREMIUM_ECONOMY,BUSINESS,,533eb586-f24c-4448-ba7b-b27a1e03999a,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,,8a4bd3f7-3aac-4e32-8a52-07e5525b36e3
2024-08-16,DAL,2484,BHM,ATL,,A6,S,B26,false,,2024-08-16T17:58,2024-08-16T17:52,2024-08-16T18:08,2024-08-16T18:14,2024-08-16T19:49,2024-08-16T19:49,2024-08-16T20:09,2024-08-16T20:04,Boeing 737-900ER,N937DZ,,,,PREMIUM_ECONOMY,BUSINESS,,c0a5b3cb-c5ce-4048-a081-f89ff486e772,a8765091-d043-44b1-936c-d217bb519e56,ad30c1c9-c6fb-42f3-a389-de328401691a,6f0c1d11-cfef-4b33-b462-90379270f593,,24012541-435d-4a27-af8a-4791336f1965
2024-08-16,DAL,2050,BUF,ATL,,23,S,A4,false,BHM,2024-08-16T19:34,2024-08-16T19:42,2024-08-16T19:44,2024-08-16T19:59,2024-08-16T21:57,2024-08-16T21:24,2024-08-16T21:44,2024-08-16T21:48,Airbus A320,N334NW,,,,PREMIUM_ECONOMY,BUSINESS,,9c783c66-7bc7-43f7-a297-5f39becb4cd9,a8765091-d043-44b1-936c-d217bb519e56,b82e1bd6-c2e0-416e-ac07-9bceb09e5389,6f0c1d11-cfef-4b33-b462-90379270f593,ad30c1c9-c6fb-42f3-a389-de328401691a,dd390a1f-e92a-4411-ab72-04db16d42030
2024-08-17,DAL,827,ATL,LAX,S,A27,2,20,false,,2024-08-17T06:15,2024-08-17T06:08,2024-08-17T06:25,2024-08-17T06:23,2024-08-17T07:31,2024-08-17T07:21,2024-08-17T07:51,2024-08-17T07:44,Airbus A321,N385DZ,,,,PREMIUM_ECONOMY,BUSINESS,,5d15b58b-697d-499a-9190-ece5f42d5bca,a8765091-d043-44b1-936c-d217bb519e56,6f0c1d11-cfef-4b33-b462-90379270f593,25b8d712-9888-423f-868d-b25f1d184aaf,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-08-21,DAL,802,LAX,DTW,3,37A,E,A56,false,,2024-08-21T11:45,2024-08-21T11:49,2024-08-21T11:55,2024-08-21T12:02,2024-08-21T18:41,2024-08-21T18:48,2024-08-21T19:06,2024-08-21T19:07,Boeing 757-300,N583NW,,,,PREMIUM_ECONOMY,BUSINESS,,1eaec065-7c2b-4ce8-9eb1-ea3ffa8e184a,a8765091-d043-44b1-936c-d217bb519e56,25b8d712-9888-423f-868d-b25f1d184aaf,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,,0e3e6575-bd45-480c-bd83-360ac9fc02d2
2024-08-21,DAL,2603,DTW,LGA,E,A50,C,88A,false,,2024-08-21T21:50,2024-08-21T22:24,2024-08-21T22:00,2024-08-21T22:35,2024-08-21T23:10,2024-08-21T23:41,2024-08-21T23:40,2024-08-21T23:48,Airbus A321,N317DN,,,,PREMIUM_ECONOMY,BUSINESS,,6eabf149-9b26-49a5-877e-e3d739952201,a8765091-d043-44b1-936c-d217bb519e56,8eee2bc8-dcbf-4b7b-a221-e38cce7c823a,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-08-24,DAL,856,LGA,DFW,C,74,E,E17,false,,2024-08-24T11:30,2024-08-24T11:23,2024-08-24T11:40,2024-08-24T11:38,2024-08-24T13:39,2024-08-24T13:31,2024-08-24T14:19,2024-08-24T13:44,Airbus A220-100,N132DU,,16C,AISLE,ECONOMY,BUSINESS,,6240e899-9d0f-482c-b33a-83c5a8a9d75a,a8765091-d043-44b1-936c-d217bb519e56,dfeb8457-3376-49f8-b542-dbeb2ec9f719,1573100e-e4a3-47b0-9399-01b36074e1f5,,08f3690a-67fe-4be4-8138-cc20b688f722
2024-09-07,SWA,3973,DAL,LGA,1,9,B,54,false,,2024-09-07T15:35,2024-09-07T15:35,2024-09-07T15:45,2024-09-07T15:52,2024-09-07T19:23,2024-09-07T19:35,2024-09-07T19:59,,Boeing 737-800,N8573Z,,,,,,,6e290314-05e8-4e11-95e0-990de7174ff9,be4c4286-2c02-4dca-86d4-56e19aa348f7,3cbb70b8-eb30-493b-98df-313a5f330fa8,dfeb8457-3376-49f8-b542-dbeb2ec9f719,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
